파일명,영상제목,URL,향수_이름,향수_설명
고급스러운 이미지로 데이트 하고 싶은 남녀를 위해_ 퍼퓸드말리 향수 추천___1qD5FTQSIDM.txt,고급스러운 이미지로 데이트 하고 싶은 남녀를 위해! 퍼퓸드말리 향수 추천❤️,https://www.youtube.com/watch?v=1qD5FTQSIDM,퍼퓸드말리 그린리,마치 쾌청한 봄날에 숲 속을 산책하는듯한 행복감을 선사해 주는 향입니다. 흐르는 물로 깨끗하게 세척한 청사과를 한가득 바구니에 넣고 피톤치드 가득한 숲속을 걷고 있다면 딱 이 향일 것 같아요. 잔향이 느껴지는 향이 좀 치유적인 느낌을 줍니다. 아주 청량하고 자연적인 향이기 때문에 SS 시즌에 정말 잘 어울리고요.
고급스러운 이미지로 데이트 하고 싶은 남녀를 위해_ 퍼퓸드말리 향수 추천___1qD5FTQSIDM.txt,고급스러운 이미지로 데이트 하고 싶은 남녀를 위해! 퍼퓸드말리 향수 추천❤️,https://www.youtube.com/watch?v=1qD5FTQSIDM,퍼퓸드말리 레이튼,"성숙하고 관능적인 이미지의 향이라고 할 수 있습니다. 전반적으로 알싸고 강렬한 향이기 때문에 이 향을 뿌리면 어디서든 자신의 존재감을 숨길 수 없을 것 같아요. 은근히 달콤하고 부드러운 느낌도 있거든요."
과몰입 유발___이미지별 여자 향수 추천 _중성적 우디_ 비누향_ 청순한 꽃_ 과일향 등__lAVLI-SzTJ4.txt,"과몰입 유발!❤️이미지별 여자 향수 추천 (중성적 우디, 비누향, 청순한 꽃, 과일향 등)",https://www.youtube.com/watch?v=lAVLI-SzTJ4,조말론 다크 엠버 앤 진저 릴리 코롱 인텐스,"중성적으로 쓰기 좋은 향인데, 이 향이 나는 여자는 레더나 부츠 같은 스타일일 것 같고, 목선이 예쁠 것 같아요. 그런 여자는 화장도 음영이 있는 느낌으로, 스무키 메이크업을 하고 부시시한 머리를 하고 있을 것 같아요. 향이 세지 않고, 파우더리한 느낌이 없어서 밸런스가 좋고, 인조적이지 않으면서 자연스러운 느낌이 드는 향입니다."
과몰입 유발___이미지별 여자 향수 추천 _중성적 우디_ 비누향_ 청순한 꽃_ 과일향 등__lAVLI-SzTJ4.txt,"과몰입 유발!❤️이미지별 여자 향수 추천 (중성적 우디, 비누향, 청순한 꽃, 과일향 등)",https://www.youtube.com/watch?v=lAVLI-SzTJ4,구딸 르 떵 데 헤브,"사람 뒤에 아우라를 만들어 주는 향이고, 몽글몽글한 느낌이 들어. 나비가 날아다니는 것 같은 느낌이 드는 향입니다."
과몰입 유발___이미지별 여자 향수 추천 _중성적 우디_ 비누향_ 청순한 꽃_ 과일향 등__lAVLI-SzTJ4.txt,"과몰입 유발!❤️이미지별 여자 향수 추천 (중성적 우디, 비누향, 청순한 꽃, 과일향 등)",https://www.youtube.com/watch?v=lAVLI-SzTJ4,엑스니힐로 플뢰르 나르코티끄,"화사하고 달콤하고 러블리한 프루티 향입니다. 과일 리치와 장미의 과즙 향기가 싹 나면서, 핑크빛 꽃향기가 적재 적소에 배치되어 있는 느낌입니다."
과몰입 유발___이미지별 여자 향수 추천 _중성적 우디_ 비누향_ 청순한 꽃_ 과일향 등__lAVLI-SzTJ4.txt,"과몰입 유발!❤️이미지별 여자 향수 추천 (중성적 우디, 비누향, 청순한 꽃, 과일향 등)",https://www.youtube.com/watch?v=lAVLI-SzTJ4,디에스앤더가 보우메이커스,평소에 엄청 트렌디하고 약간 퇴폐미 있는 분이 템플 스테이에 간 느낌이 들어요. 바지랑 상의랑 핏 조절을 기가 막히게 잘한 사람에게 굉장히 잘 어울릴 것 같아요. 새로운 향인데 내 캐릭터를 만들 수 있는 향입니다. 향태기를 없애 주는 향 같은 느낌이 드는 것 같아요.
괴랄한 향수들 리뷰_ 인간의 분비물 냄새_ 고양이 털 냄새 등_위대한 분비물_키튼퍼 등 _ 미지의세계 MIJI_M6rdjEHxqLE.txt,"괴랄한 향수들 리뷰! 인간의 분비물 냄새, 고양이 털 냄새 등😱위대한 분비물,키튼퍼 등 | 미지의세계 MIJI",https://www.youtube.com/watch?v=M6rdjEHxqLE,데메테르 키튼 퍼,"고양이 털 냄새가 나는 향수로, 고양이 털의 느낌을 매우 잘 표현하고 있어요. 뽀송뽀송한 하얀색이나 분홍색의 느낌이 떠오르고, 반려동물의 향기를 연상시켜요! 과거의 경험을 떠올리게 하는 독특한 향으로, 고양이를 봤을 때의 느낌이 느껴지기도 합니다."
괴랄한 향수들 리뷰_ 인간의 분비물 냄새_ 고양이 털 냄새 등_위대한 분비물_키튼퍼 등 _ 미지의세계 MIJI_M6rdjEHxqLE.txt,"괴랄한 향수들 리뷰! 인간의 분비물 냄새, 고양이 털 냄새 등😱위대한 분비물,키튼퍼 등 | 미지의세계 MIJI",https://www.youtube.com/watch?v=M6rdjEHxqLE,에따 리브르 도랑쥬 위대한분비물,"이 향수는 인간의 본능적인 아드레날린을 형상화한 것이라고 하는데, 매우 복잡하고 실험적인 향을 지니고 있어요. 강렬하고 독특한 향으로, 약간의 역겨움이 느껴지기도 하며, '토할 때 맡았을 냄새'라는 표현으로 어떤 불쾌감을 전할 것 같아요... 신선한 마린 냄새가 느껴지기도 하지만, 그 속에 극단적인 강한 향이 섞여 있어 복잡한 느낌을 줍니다."
괴랄한 향수들 리뷰_ 인간의 분비물 냄새_ 고양이 털 냄새 등_위대한 분비물_키튼퍼 등 _ 미지의세계 MIJI_M6rdjEHxqLE.txt,"괴랄한 향수들 리뷰! 인간의 분비물 냄새, 고양이 털 냄새 등😱위대한 분비물,키튼퍼 등 | 미지의세계 MIJI",https://www.youtube.com/watch?v=M6rdjEHxqLE,파누즈 파출리 피그,"특이한 향이 나며, 어떤 향수를 사용했을 때의 느낌을 떠올리게 한다. 약한 여름의 질 냄새가 나는 것 같고, 허브의 향이 느껴진다. 마치 병원에서 처방받은 것 같은 향이 나며, 불도 섞인 향이 느껴지기도 한다. 매우 이상하고 강렬한 향으로, 이런 향이 존재할 수 있을까 하는 의문을 자아냈습니다."
기분 좋게 드레스업 하는 날 뿌리는 향수_엑스니힐로 베스퍼글리츠 파티_향기 리뷰_oDNlcELeLLg.txt,기분 좋게 드레스업 하는 날 뿌리는 향수💛엑스니힐로 베스퍼글리츠 파티+향기 리뷰,https://www.youtube.com/watch?v=oDNlcELeLLg,엑스노힐로 베스퍼 글리츠,"빛나고 쾌활한 파리의 밤을 기념하는 향수입니다. 밝고 소프트한 향이에요. 사랑이 넘치는 밤의 향기를 표현한 것이구나라는 생각이 들었죠. 뿌린 직후에는 톡톡 튀는 핑크페퍼랑 상큼한 시트러스 향이 곁들여진 미모사 향기가 나요. 매혹적인 미모사 향이랑 자스민, 일랑일랑 등의 꽃 향기도 퍼집니다. 이때 옐로우 플라워 향들이 금빛으로 빛나는 파리의 밤을 연상케 하고요. 잔향에서의 소프트하고 따뜻한 바닐라, 머스크 통합인 향들이 파리라는 도시를 떠올렸을 때 생기는 그 로맨틱하고 몽글몽글한 감성을 표현하는 것 같았습니다."
기분 좋게 드레스업 하는 날 뿌리는 향수_엑스니힐로 베스퍼글리츠 파티_향기 리뷰_oDNlcELeLLg.txt,기분 좋게 드레스업 하는 날 뿌리는 향수💛엑스니힐로 베스퍼글리츠 파티+향기 리뷰,https://www.youtube.com/watch?v=oDNlcELeLLg,엑스노힐로 상탈 콜링,포근하고 자연적인 상타향의 샌달우드향이 중심이 되는 향수인데요. 전체적으로 뽀얀 우유랑 캐시미어가 싹 감싸고 있는듯한 느낌입니다. 아주 부드럽고 편안해요. 베이스 노트에 그 바닐라와 머스크향이 완전 살냄새처럼 자연스럽게 남아서 딱 지금 한국인들이 좋아할 스타일의 향수입니다.
기분 좋게 드레스업 하는 날 뿌리는 향수_엑스니힐로 베스퍼글리츠 파티_향기 리뷰_oDNlcELeLLg.txt,기분 좋게 드레스업 하는 날 뿌리는 향수💛엑스니힐로 베스퍼글리츠 파티+향기 리뷰,https://www.youtube.com/watch?v=oDNlcELeLLg,엑스노힐로 플뢰르 나르코티끄,"섬세한 작약꽃 향기로 느껴지는데, 때로는 만개한 꽃이랑 과즙이 넘쳐 흐르는 과일들이 가득한 그런 풍성한 프로틴 플로럴 향으로 느껴지기도 하는 향수입니다. 복숭아와 리치, 베르가모 등의 상큼한 과일향이랑 세련된 피오니 향이 어우러졌어요. 화사한 향기를 가지고 있기도 하죠."
기분 좋게 드레스업 하는 날 뿌리는 향수_엑스니힐로 베스퍼글리츠 파티_향기 리뷰_oDNlcELeLLg.txt,기분 좋게 드레스업 하는 날 뿌리는 향수💛엑스니힐로 베스퍼글리츠 파티+향기 리뷰,https://www.youtube.com/watch?v=oDNlcELeLLg,엑스노힐로 콜론 352,딱 뿌리자마자 아주 새콤하고 깨끗한 레몬향이랑 주니퍼베리의 중성적인 허브향이 확 나서요. 아주 청량해요. 그리고 곧이어서 오렌지 블라썸이랑 가이아 구도 향 등이 어우러져서요. 화사한 봄에 파리 7일 정원을 거니는 산책에서 영감을 받은 향이에요.
기분 좋게 드레스업 하는 날 뿌리는 향수_엑스니힐로 베스퍼글리츠 파티_향기 리뷰_oDNlcELeLLg.txt,기분 좋게 드레스업 하는 날 뿌리는 향수💛엑스니힐로 베스퍼글리츠 파티+향기 리뷰,https://www.youtube.com/watch?v=oDNlcELeLLg,엑스노힐로 바이퍼 그린,"퇴폐적이고 호화로운 그린플라워라는 문장으로 표현되는 향수인데요. 뿌리자마자 초 고급스러운 풀향이 확 퍼져요. 풀밭이라던가 숲이 떠오르는 향인데 잔향으로 갈수록 좀 치명적인 느낌의 향으로 변합니다. 씁쓸하고 짜릿한 느낌이 있는 패출리랑 베티버향, 그리고 약간 어두운 바이브에 꽃향기가 섞인 향으로 마무리가 됩니다."
기분 좋게 드레스업 하는 날 뿌리는 향수_엑스니힐로 베스퍼글리츠 파티_향기 리뷰_oDNlcELeLLg.txt,기분 좋게 드레스업 하는 날 뿌리는 향수💛엑스니힐로 베스퍼글리츠 파티+향기 리뷰,https://www.youtube.com/watch?v=oDNlcELeLLg,엑스노힐로 더 헤도니스트,"시크한 우디 향이에요. 살짝 톡 쏘는 진저 향이랑 베르가모 향, 그리고 아키갈라우드라는 스파이시한 나무향에 어우러진 향기가 풍겨옵니다. 전체적으로 좀 생동감 있고 역동적인 이미지입니다. 현대적인 우디 향이 나면서도 뭔가 자연으로 여행을 떠나는듯한 분위기를 만들어 줘요."
깔끔한 여름 향수부터 힙한 우드향까지_ 신상 리뷰_ _이솝 글롬_메종 프란시스 커정 아쿠아 미디어 코롱 포르테_도르세 이큐___ZW2RqaHRPo.txt,깔끔한 여름 향수부터 힙한 우드향까지! 신상 리뷰💚 (이솝 글롬/메종 프란시스 커정 아쿠아 미디어 코롱 포르테/도르세 이큐),https://www.youtube.com/watch?v=_ZW2RqaHRPo,메종 프란시스 커정 아쿠아 미디어,이 향수는 행복과 배려 생명과 에너지 단순함에서 오는 확신의 향기라는 컨셉을 가지고 있는 제품인데요. 현실적으로 표현을 해보자면 헤드앤숄더 샴푸 같은 엄청 상쾌하고 개운한 느낌이 드는 샴푸로 머리 감고 나온듯한 느낌의 향입니다. 상큼한 레몬향이랑 버베나의 가벼운 허브향 그리고 시원한 차향이 메인이 되는 향수라고 할 수 있고요. 거기에 풋풋한 풀 향과 약간의 우디함까지 곁들여졌습니다. 그래서 이 향수는 막 엄청 새롭고 유니크한 향수를 원하시는 분들보다는 쉽게 쓸 수 있는 여름 향수이면서도 메종 프란시스 커정이라는 리치 퍼퓸 브랜드가 가지고 있는 한 끗 차이의 고급스러운 터치가 있는 그런 향수를 원하는 분들에게 추천을 하고 싶습니다. 이거를 뿌리는 순간 뭔가 내 주변의 온도가 좀 낮아질 것 같은 그런 쿨한 신선함이 있으면서도 깔끔한 상큼함까지 더해진 향이라서요. 여름에 쓰기에 너무 좋고 성별이나 나이에 가리지 않고 남녀노소 누구에게나 잘 어울릴 향기입니다.
깔끔한 여름 향수부터 힙한 우드향까지_ 신상 리뷰_ _이솝 글롬_메종 프란시스 커정 아쿠아 미디어 코롱 포르테_도르세 이큐___ZW2RqaHRPo.txt,깔끔한 여름 향수부터 힙한 우드향까지! 신상 리뷰💚 (이솝 글롬/메종 프란시스 커정 아쿠아 미디어 코롱 포르테/도르세 이큐),https://www.youtube.com/watch?v=_ZW2RqaHRPo,도르세 이큐,사랑하는 사람과 키스할 때 연인에 입술에 발려있는 립스틱을 향해서 영감 받은 향수예요. 처음에는 밝고 달콤한 핑크페퍼 향이 톡톡 터져요. 그리고 곧이어서 아이리스 꽃향기가 퍼지는데 아이리스 양이 과하지 않게 파우더리하고 베이스 노트에 그 포근한 캐시메랑과 은은하게 어우러져서요. 흔히 우리가 살냄새 향수다라고 분류하는 장르라고 할 수 있습니다. 뭔가 메이크업 좀 신경 하고 예쁘게 꾸민 여자친구랑 밖에서 한 데이트 2~3시간 정도 했을 때 그때 내 여자친구한테서 날 것 같은 냄새날까요. 그만큼 향이 그렇게 느껴져요. 되게 은은한 향수고 포근하고 섬세한 달콤함이 섞인 플로럴 향을 좋아한다면 추천을 하고 싶은 제품입니다.
깔끔한 여름 향수부터 힙한 우드향까지_ 신상 리뷰_ _이솝 글롬_메종 프란시스 커정 아쿠아 미디어 코롱 포르테_도르세 이큐___ZW2RqaHRPo.txt,깔끔한 여름 향수부터 힙한 우드향까지! 신상 리뷰💚 (이솝 글롬/메종 프란시스 커정 아쿠아 미디어 코롱 포르테/도르세 이큐),https://www.youtube.com/watch?v=_ZW2RqaHRPo,이솝 글롬,일단 히노끼탕이 떠오르는 편백나무 냄새랑 이솝 매장에서 나는 그 특유의 허브향 그리고 부드럽고 스윗한 꽃향기 그리고 향신료 향이 섞인 향수라고 할 수 있습니다. 이 향신료향은 사람에 따라서는 약간 멕시칸 음식점 뭐 인도 음식점 혹은 말한 냄새 요렇게 느껴질 수도 있을 정도로 확실히 이국적인 스파이시함이 있습니다. 그리고 그 스파이시함이 그렇게 과하지 않다고 느껴졌습니다. 그래서 이 글로는 휠보다 더 포근하고 부드럽고 밝은 느낌입니다. 확실히 미모사를 비롯해서 자스민 오렌지 플라워 등의 플로럴 향해 더해진 향이기 때문에 향이 좋기는 한데 너무 막 나무 인간 이런 느낌이라서 아 막 나무 인간 이런 느낌이라서 휠이 좀 손이 잘 안 갔던 분들에게 대안으로 추천을 해드리고 싶은 향수입니다.
꾸레쥬 자켓을 향으로 표현한다면_ 꾸레쥬 향수 라 필르 드 르에어 리뷰_3u-JBvALVHA.txt,꾸레쥬 자켓을 향으로 표현한다면? 꾸레쥬 향수 라 필르 드 르에어 리뷰,https://www.youtube.com/watch?v=3u-JBvALVHA,꾸레쥬 라 필르 드 르에어,"화사하고 깨끗하고 예쁜 꽃향기가 납니다. 오렌지 꽃이 사이다에 빠진 것 같은 향, 상큼하고 스파클링한 베르가모이랑 네롤리 향으로 시작을 했다가 깨끗한 화이트 머스크가 긴 오렌지 블라섬 향으로 이어지는 향수입니다. 되게 웨어러블한 향으로 느껴집니다. 되게 은은한 향인데 비해서 지속력과 확산력은 나쁘지 않았고요, 4계절 내내 잘 어울릴 것 같은 향수입니다."
꾸안꾸 남친룩에 어울리는 남자 향수 6가지 추천_bsApAuUXZ1s.txt,꾸안꾸 남친룩에 어울리는 남자 향수 6가지 추천,https://www.youtube.com/watch?v=bsApAuUXZ1s,입생로랑 와이 오드뚜왈렛,이 향수를 처음에 딱 뿌렸을 때는 달콤한 사과향이랑 상큼한 레몬향이 옅은 스킨 향과 함께 느껴집니다. 이 때 여기서 느껴지는 스킨향은 아버지의 스킨향이 아닌 프레시하고 젊은 느낌이에요. 프레쉬하고 젊은 느낌이고 달콤한 과즙향과 섞여 있어서 부담스럽지 않습니다. 잔향에서는 아주 깔끔한 우디 머스크향이 남아요.
꾸안꾸 남친룩에 어울리는 남자 향수 6가지 추천_bsApAuUXZ1s.txt,꾸안꾸 남친룩에 어울리는 남자 향수 6가지 추천,https://www.youtube.com/watch?v=bsApAuUXZ1s,프라다 레스 인퓨전 디 프라다 아이리스 세더,"뽀득뽀득 거품을 가득 낸 비누가 떠오른 향기입니다. 그 비누가 왠지 회색일 것 같아요. 샤랄라하고 막 달달한 비누 냄새는 아니라는 거죠. 세탁소의 냄새 같기도 하고, 희뿌연 스팀의 느낌 청결함 이런 것들이 다 복합적으로 느껴지는 향수거든요."
꾸안꾸 남친룩에 어울리는 남자 향수 6가지 추천_bsApAuUXZ1s.txt,꾸안꾸 남친룩에 어울리는 남자 향수 6가지 추천,https://www.youtube.com/watch?v=bsApAuUXZ1s,펜할리곤스 엔드미온,"이 향은 마치 원목으로 인테리어 된 분위기 좋은 카페에서 스웨이드 자켓을 입고 일하고 있는 훈남 바리스타에게서 날 법한 향기입니다. 따뜻한 스웨이드 향, 약간의 남자 스킨 향 그리고 은근한 커피 원두 냄새가 어우러진 향이거든요."
꾸안꾸 남친룩에 어울리는 남자 향수 6가지 추천_bsApAuUXZ1s.txt,꾸안꾸 남친룩에 어울리는 남자 향수 6가지 추천,https://www.youtube.com/watch?v=bsApAuUXZ1s,불리 오 트리쁠 마카사르,마치 동남아 열대우림에 들어간듯한 이국적인 나무향이 확 나고요. 담뱃잎의 스모키한 향도 살짝 나서 약간 다크한 느낌입니다. 묘한 매력이 있는 오리엔탈 계열 향수예요.
꾸안꾸 남친룩에 어울리는 남자 향수 6가지 추천_bsApAuUXZ1s.txt,꾸안꾸 남친룩에 어울리는 남자 향수 6가지 추천,https://www.youtube.com/watch?v=bsApAuUXZ1s,자크 파뜨 에쌍씨엘 그린 워터,"매우 상쾌하고 깨끗한 민트향이랑 바질향, 그리고 시트러스 향과 초록초록한 향이 확 몰려오거든요. 각종 풀과 허브향이 기분 좋게 풍겨오는 드넓은 필드가 떠오르는 향이라서."
꾸안꾸 남친룩에 어울리는 남자 향수 6가지 추천_bsApAuUXZ1s.txt,꾸안꾸 남친룩에 어울리는 남자 향수 6가지 추천,https://www.youtube.com/watch?v=bsApAuUXZ1s,메모 파리 케두,약간 씁쓰름한 자몽향으로 시작해서 고소하고 포근한 견과류 향이 은근하게 이어지고요. 마테차 향도 솔솔납니다. 개성 있으면서도 어렵지 않은 편안한 향이에요.
나른한 날씨에 어울리는 뽀용_예쁜 향수_ _아쿠아디파르마 릴리 오브 더 밸리_ 펜할리곤스 더페이버릿__jfdRtNg5cUs.txt,"나른한 날씨에 어울리는 뽀용+예쁜 향수🎀 (아쿠아디파르마 릴리 오브 더 밸리, 펜할리곤스 더페이버릿)",https://www.youtube.com/watch?v=jfdRtNg5cUs,아쿠아디파르마 릴리 오브 더 밸리,"5월달에 풍경을 딱 떠올려 보면은 너무 뜨겁지는 않은 햇살이 푸른 들판에 싹 비치고 꽃들이 생동감있게 피어나고 사람들은 막 다 행복하게 웃고 있는 모습이 연상됩니다. 그런 무드를 가장 잘 표현할 수 있는 향조 중에 하나가 은방울꽃 향기라고 생각하는데요. 수줍게 피어난 흰 꽃의 부드러운 향기랑 싱그러운 풀잎향이 같이 납니다. 투명한 화이트 플루를 향해 은은하게 퍼지는데, 잔향이 비누 냄새처럼 남아서 참 좋았습니다. 마치 싱그러운 은방울꽃의 꽃잎이랑 풀잎을 전부 따다가 약간의 자몽이랑 블랙커런트와 함께 섞어서 연두빛의 물비누를 만들었다면 딱 이런 향이 날 것 같습니다. 파우더리하고 하얀 도브비누 같은 그런 산뜻 달콤한 물비누를 떠올리게 하는 향입니다. 청순한 느낌이 있으면서도 편하게 일상적으로 사용하기 좋은 향입니다."
나른한 날씨에 어울리는 뽀용_예쁜 향수_ _아쿠아디파르마 릴리 오브 더 밸리_ 펜할리곤스 더페이버릿__jfdRtNg5cUs.txt,"나른한 날씨에 어울리는 뽀용+예쁜 향수🎀 (아쿠아디파르마 릴리 오브 더 밸리, 펜할리곤스 더페이버릿)",https://www.youtube.com/watch?v=jfdRtNg5cUs,펜할리곤스 더 페이버릿,"향수가 딱 부내나는 향기인데, 클래식하고 앤티크한 느낌이다. 미모사나 아이리스처럼 아주 포슬포슬한 꽃향기랑 포근한 머스크향이 어우러진 향수이다. 아주 입자가 곱고 뽀얀 파우더에 핑크빛 달콤함을 살짝 가미한 고운 향기이다. 이 향수는 하얀색의 여리여리한 니트를 입었을 때 뿌리면 너무 잘 어울릴 향기인데, 단정하고 착한 느낌의 옷보다는 약간의 심상치 않음이 살짝 있는 니트를 입었을 때 뿌리고 싶은 향수입니다. 파우더리한 머스크향이 섞인 꽃향기입니다."
나만 알기 아까운 향부터 베스트셀러까지_ 구딸파리 향수 추천_ 로즈폼퐁_릴오떼_쁘띠쉐리_뒤엘 등_77TBaIr03VY.txt,나만 알기 아까운 향부터 베스트셀러까지! 구딸파리 향수 추천🌹 로즈폼퐁/릴오떼/쁘띠쉐리/뒤엘 등,https://www.youtube.com/watch?v=77TBaIr03VY,구딸 쁘띠뜨 쉐리,잘 익은 서양 배를 착즙해서 배 주스를 한 짝 만든 다음에 거기에 깨끗하게 씻은 복숭아를 썰어 얹은 느낌으로 느껴져요. 진짜 상큼 달콤한 향인데 이게 찐득하다거나 무거운 달콤함이 아니라 가볍고 청량한 풀 향입니다. 잔향에서는 장미랑 라일락 같은 꽃 향기랑 화이트 머스크 향이 남아서 은은하고 포근하게 느껴집니다. 전반적으로 향해 이미지가 러블리하고 웨어러블한 향이거든요.
나만 알기 아까운 향부터 베스트셀러까지_ 구딸파리 향수 추천_ 로즈폼퐁_릴오떼_쁘띠쉐리_뒤엘 등_77TBaIr03VY.txt,나만 알기 아까운 향부터 베스트셀러까지! 구딸파리 향수 추천🌹 로즈폼퐁/릴오떼/쁘띠쉐리/뒤엘 등,https://www.youtube.com/watch?v=77TBaIr03VY,구딸 뒤엘,되게 중성적인 향입니다. 차향이 나는데 홍차향같기도 하고 마테차 같기도 한 그런 살짝 쌉싸름 하면서도 향긋한 향이 솔솔 나면서 은은한 나무 향도 같이 나거든요. 부드럽고 포근해요. 그래서 이걸 뿌리면 마치 하루 일과를 다 끝내고 포근한 침대에 앉아서 차 한잔 하고 있는 듯한 기분이 들거든요. 잘 때 뿌리는 향수로도 참 적절하다는 생각이 들고 룸 스프레이처럼 뿌리면 감각적인 분위기가 연출될 것 같아요.
나만 알기 아까운 향부터 베스트셀러까지_ 구딸파리 향수 추천_ 로즈폼퐁_릴오떼_쁘띠쉐리_뒤엘 등_77TBaIr03VY.txt,나만 알기 아까운 향부터 베스트셀러까지! 구딸파리 향수 추천🌹 로즈폼퐁/릴오떼/쁘띠쉐리/뒤엘 등,https://www.youtube.com/watch?v=77TBaIr03VY,구딸 릴 오 떼,"귤 껍질이나 뭐가 이런 과일들이 떠오르는 새콤한 향이 나요. 그리고 곧바로 굉장히 맑은 녹차향이 느껴지는데, 사실 녹차 향을 표방한 향수들은 대부분 진짜 녹차가 떠오른 향이 아니라 그냥 그린티가 컨셉인 향수 느낌이잖아요. 분명히 녹차 특유의 맑은 느낌을 훌륭하게 구현한 향수는 맞다고 생각을 해요. 제주도처럼 자연적이고 싱그러운 느낌의 향수고요."
날 잊지 못하게 한다는_ 중성적인 향수 추천_ _남자향수 _남녀공용향수_BAIq7FxxTWo.txt,날 잊지 못하게 한다는🦊 중성적인 향수 추천! #남자향수 #남녀공용향수,https://www.youtube.com/watch?v=BAIq7FxxTWo,프라다 루나 로사,"너무 강한 스킨 향은 아니라 깨끗한 느낌, 단정한 느낌, 잘 정재된 느낌의 스킨 향입니다. 잔향으로 가면 갈수록 스킨 냄새들이 많이 빠지는데요. 데일리용으로 너무 좋고 유니크하게 느껴집니다. 처음에는 프레쉬 스킨 향으로 옅게 시작했다가 뒤로 갈수록 깨끗한 비누 같은 것이 떠오르는 향입니다. 계속 볼 때마다 편안하고 진국인 남자 느낌의 향수입니다. "
날 잊지 못하게 한다는_ 중성적인 향수 추천_ _남자향수 _남녀공용향수_BAIq7FxxTWo.txt,날 잊지 못하게 한다는🦊 중성적인 향수 추천! #남자향수 #남녀공용향수,https://www.youtube.com/watch?v=BAIq7FxxTWo,프레데릭 말 포트레이트 오브 레이디,"알게 모르게 존재감 뿜뿜하고 싶을 때 뿌리는 향수 같습니다. 약간 장미 향이 나는데, 많은 사람들이 생각하는 장미가 아닌 느낌입니다. 처음 맡았으면 장미인지 몰랐을 것 같고, 고급스러운 꽃 향이 느껴집니다. 이국적인 장미향이 있고 스파이시하고 스모키한 느낌이 베이스에 깔려 있습니다. 붉은 장미를 향초 사이에 놓아놓은 듯한 느낌이 들어요."
날 잊지 못하게 한다는_ 중성적인 향수 추천_ _남자향수 _남녀공용향수_BAIq7FxxTWo.txt,날 잊지 못하게 한다는🦊 중성적인 향수 추천! #남자향수 #남녀공용향수,https://www.youtube.com/watch?v=BAIq7FxxTWo,에따 리브르 도랑쥬 헤르만,"지하실 냄새 같은 느낌이 나며, 서늘하고 한한 느낌이 있어요. 사람에 비유하자면 너드인데 잘생긴 너드? 옷도 후즐근하게 입었는데 그 모습이 좋아보이는 느낌입니다. 이것처럼 서늘하고 냉기나 한기가 있는 향은 잘 없는 것 같아요. 어두운 동굴에 들어간 느낌, 눅눅하고 위에서 물이 뚝뚝 떨어지는 것 같은 바이브가 느껴집니다."
날 잊지 못하게 한다는_ 중성적인 향수 추천_ _남자향수 _남녀공용향수_BAIq7FxxTWo.txt,날 잊지 못하게 한다는🦊 중성적인 향수 추천! #남자향수 #남녀공용향수,https://www.youtube.com/watch?v=BAIq7FxxTWo,비디케이 그리 샤르넬,"그냥 좋은 향입니다. 그냥 후각적으로 만족되는 향 같아요. 무화과의 달큰한 향인데 관능적이고 도시적이라 더 좋은 것 같아요. 사람의 향을 만끽하고 싶은 느낌이 든다고 해야하나? 그렇습니다. 중성적인 여자가 뿌려도 잘 어울리는 향입니다."
날 잊지 못하게 한다는_ 중성적인 향수 추천_ _남자향수 _남녀공용향수_BAIq7FxxTWo.txt,날 잊지 못하게 한다는🦊 중성적인 향수 추천! #남자향수 #남녀공용향수,https://www.youtube.com/watch?v=BAIq7FxxTWo,메종 프란시스 커정 바카라 루즈 540,"얼린 요구르트 뒤로 뜯어먹는 향처럼 달콤한 맛이 느껴지며, 약간의 메탈릭한 쇠 냄새가 살짝 있어요. 이 단내에 약간 트위스트를 줘서 럭셔리하고 고급스러운 느낌을 주며, 과시하지 않는 남자의 이미지가 떠오릅니다. 고급스러운 남자와 잘 어울리는 향입니다. 콰이어트 럭셔리를 추구하는 향 같았어요."
남녀공용 신상 향수 리뷰_논픽션 더베이지_더그레이_메종프란시스커정 아폼_줄리엣헤즈어건 엑스베티버_H4duFBZerDA.txt,남녀공용 신상 향수 리뷰💚논픽션 더베이지&더그레이/메종프란시스커정 아폼/줄리엣헤즈어건 엑스베티버,https://www.youtube.com/watch?v=H4duFBZerDA,논픽션 더 베이지,"더 베이지는 소녀같고 청순하고 때 지 않은 느낌이라면 중성적인 우디향이 섞인 플로럴 머스크 향이라서 우리 한국인들이 생각하는 막 티 없이 맑고 예쁜 살 냄새, 첫사랑에서 나던 비누향 요런 거는 솔직히 좀 아니라고 생각했어요. 논픽션다운 세련된 무드입니다. 뿌리자마자 제라늄과 오리스의 따뜻하고 화사한 꽃향기가 포문을 열어요. 단내는 거의 없고 뽀송뽀송하고 파우더리한 플로럴 향이 밀도 없게 느껴집니다. 그러니까 꽃잎만 따서 만든 플로럴 향이라 보다는 꽃의 뿌리까지 다 넣은듯한 향이라서 흑미도우 좀 더스티하다는 뉘앙스까지 받았습니다. 통카빈의 포근함이 잔향까지 남아서 은은하게 지속되는 향이에요. 발향력이 강하진 않아서 라이트하지만 오래 피부에 남아 있는 그런 향을 원하시는 분에게 추천하고 싶습니다."
